Date,Rainfall (mm),Soil Moisture,NDVI
2024-05-12,,0.2093572643480253,
2024-05-13,,0.1996730194633484,
2024-05-14,,0.19621344769876378,
2024-05-15,,0.19947935181768264,
2024-05-16,19.473762558317,0.19775929164669517,
2024-05-17,,0.19031931137817099,
2024-05-18,,0.18448255344266157,
2024-05-19,,0.17947775971500923,
2024-05-20,,0.17699925072339873,
2024-05-21,21.215645160813995,0.17626565498020424,
2024-05-22,,0.17441733094661316,
2024-05-23,,0.19003986571086354,
2024-05-24,,0.25210309916927853,
2024-05-25,,0.25266769159001706,
2024-05-26,27.31060111961451,0.2854159206261762,
2024-05-27,,0.27938694474324705,
2024-05-28,,0.2594251490408589,
2024-05-29,,0.2510186191190418,
2024-05-30,,0.24263231213665684,
2024-05-31,,0.24073276842194086,
2024-06-01,21.96588639385963,0.23916524428857888,
2024-06-02,,0.23129891313694576,
2024-06-03,,0.22242379358106235,
2024-06-04,,0.22385705908239803,
2024-06-05,,0.22511790032592424,
2024-06-06,15.476894262857009,0.2230399148012099,
2024-06-07,,0.24243148402894213,
2024-06-08,,0.23074925385913314,
2024-06-09,,0.218416389591881,0.42587779248910274
2024-06-10,,0.21933258430000818,
2024-06-11,16.825550326484027,0.22438242068188446,
2024-06-12,,0.21821027039482263,
2024-06-13,,0.20977620714892406,
2024-06-14,,0.20241982165824832,0.4953755278635746
2024-06-14,,0.20241982165824832,0.465527315585489
2024-06-15,,0.1966165138879269,
2024-06-16,13.067956639578567,0.1969579204340108,
2024-06-17,,0.19405989544031027,
2024-06-18,,0.18987664075178104,
2024-06-19,,0.1861187814513749,
2024-06-20,,0.183902943114456,
2024-06-21,21.01918529138074,0.18001346042120378,
2024-06-22,,0.17817114183921767,
2024-06-23,,0.17844686024318113,
2024-06-24,,0.17549061013049855,0.45602571066152375
2024-06-24,,0.17549061013049855,0.4053254915723566
2024-06-25,,0.1727973784270878,
2024-06-26,7.011901844033682,0.1711438409431776,
2024-06-27,,0.16876378044191706,
2024-06-28,,0.16604150178119795,
2024-06-29,,0.16378946314017565,0.3290826360474158
2024-06-30,,0.16185094483708068,
2024-07-01,25.80320235192026,0.16022711451309737,
2024-07-02,,0.1592308155478072,
2024-07-03,,0.15826488846068962,
2024-07-04,,0.1572348673554169,0.440218483406607
2024-07-04,,0.1572348673554169,0.32418059176335445
2024-07-05,,0.15748020625439874,
2024-07-06,47.82322295474239,0.15845819362831337,
2024-07-07,,0.15975139279429132,
2024-07-08,,0.16196727854763873,
2024-07-09,,0.17060615445313188,
2024-07-10,,0.1874120151612162,
2024-07-11,20.0671000500463,0.19024813218945089,
2024-07-12,,0.19699693710005248,
2024-07-13,,0.20955490466356017,
2024-07-14,,0.20520725763984105,
2024-07-15,,0.1989265929582453,
2024-07-16,31.585766628129083,0.19350121952119267,
2024-07-17,,0.18832519908888626,
2024-07-18,,0.18452792799793477,
2024-07-19,,0.2295224425391821,
2024-07-20,,0.23653809428457703,
2024-07-21,16.62279321244492,0.2354143087029138,
2024-07-22,,0.25601466530617817,
2024-07-23,,0.2829146270965132,
2024-07-24,,0.27307452060651904,0.35467195138455454
2024-07-24,,0.27307452060651904,0.33720925931831724
2024-07-25,,0.2688329282849738,
2024-07-26,18.76302348443614,0.273738729363415,
2024-07-27,,0.2930848623563817,
2024-07-28,,0.26774102106690295,
2024-07-29,,0.25038925549392776,
2024-07-30,,0.2621046633611791,
2024-07-31,,0.2536044030510875,
2024-08-01,28.238981767537542,0.2451896645995188,
2024-08-02,,0.2751135234091424,
2024-08-03,,0.3081624650970659,
2024-08-04,,0.2879233781055525,
2024-08-05,,0.2954706028863345,
2024-08-06,18.147579276971214,0.2813173269805756,
2024-08-07,,0.2638284590222327,
2024-08-08,,0.2686013652815865,
2024-08-09,,0.3107803535508396,
2024-08-10,,0.29975304898150457,
2024-08-11,31.27055764901462,0.32644492677395576,
2024-08-12,,0.31658275361464366,
2024-08-13,,0.30802274612099645,0.37807067343847883
2024-08-14,,0.3290311600785101,
2024-08-15,,0.3176643229769888,
2024-08-16,30.49664096930216,0.3165691197311599,
2024-08-17,,0.3703866227621092,
2024-08-18,,0.3558249902568157,
2024-08-19,,0.3237246594701508,
2024-08-20,,0.33722650752763533,
2024-08-21,28.78876457750654,0.369655949351642,
2024-08-22,,0.34298981451779526,
2024-08-23,,0.3471980951239858,
2024-08-24,,0.3276196616849724,
2024-08-25,,0.3319039771063436,
2024-08-26,20.388932917108153,0.3431735414366032,
2024-08-27,,0.31697988728588733,
2024-08-28,,0.31125770126808977,
2024-08-29,,0.3247497622370613,
2024-08-30,,0.3274764837976201,
2024-08-31,,0.37264321546835955,
2024-09-01,42.5671196895762,0.34025484152203583,
2024-09-02,,0.3221298825025535,
2024-09-03,,0.3851401914832924,
2024-09-04,,0.3540256049025394,
2024-09-05,,0.3538743446161114,
2024-09-06,40.020416579870705,0.35853127572723525,
2024-09-07,,0.3559769959242925,
2024-09-08,,0.3518225076288163,
2024-09-09,,0.3325355764235122,
2024-09-10,,0.31426823174214724,
2024-09-11,19.53637504101887,0.37875442554364114,
2024-09-12,,0.3580395418673704,
2024-09-13,,0.33360418088512156,
2024-09-14,,0.3146122006402292,
2024-09-15,,0.300053422454199,
2024-09-16,23.427858005580656,0.2925316087449241,
2024-09-17,,0.29055974921444394,0.4341124964224395
2024-09-18,,0.3299940298151314,
2024-09-19,,0.38864285338787885,
2024-09-20,,0.36586694167091116,
2024-09-21,21.24619317122414,0.3908690363516404,
2024-09-22,,0.3724385331388384,
2024-09-23,,0.3548592206726011,
2024-09-24,,0.33375483632840175,
2024-09-25,,0.3208874837989911,
2024-09-26,25.651000612914526,0.31669986605028916,
2024-09-27,,0.30877311791386575,
2024-09-28,,0.30527568862332144,
2024-09-29,,0.2947022694191508,
2024-09-30,,0.2851676317007795,
2024-10-01,34.54635306456333,0.27597404228704975,
2024-10-02,,0.3390757343382207,
2024-10-03,,0.38099054136562716,
2024-10-04,,0.3530396740025776,
2024-10-05,,0.3646150924629302,
2024-10-06,40.891835227119486,0.36005614405340897,
2024-10-07,,0.3867091707048225,
2024-10-08,,0.3610586235706738,
2024-10-09,,0.3716869621000329,
2024-10-10,,0.37294461258901623,
2024-10-11,54.371959895190244,0.35642976099029283,
2024-10-12,,0.34624486931509585,
2024-10-13,,0.3516708320068414,
2024-10-14,,0.40599819452510805,
2024-10-15,,0.39528967213609323,
2024-10-16,34.04173115629501,0.3793643144378726,
2024-10-17,,0.3627461306984659,
2024-10-18,,0.3580529689062177,
2024-10-19,,0.3550171538959222,
2024-10-20,,0.3683155296031604,
2024-10-21,16.481951839098336,0.3803765020317734,
2024-10-22,,0.36176945409396405,
2024-10-23,,0.372776926188577,
2024-10-24,,0.35843188769774237,
2024-10-25,,0.3405337349804782,
2024-10-26,61.491041841539825,0.35876969090217575,
2024-10-27,,0.35399006274553557,
2024-10-28,,0.3461715478115741,
2024-10-29,,0.3363553974583855,
2024-10-30,,0.3626994716118618,
2024-10-31,,0.3667746089696182,
2024-11-01,18.113441244192376,0.3471882890893629,
2024-11-02,,0.3442737809293993,
2024-11-03,,0.34496881928461054,
2024-11-04,,0.36068214794365755,
2024-11-05,,0.34792229083921533,
2024-11-06,42.160836730052736,0.3612398563230144,
2024-11-07,,0.35804296756483206,
2024-11-08,,0.3533462739462166,
2024-11-09,,0.41386989620115905,
2024-11-10,,0.4025253397521014,
2024-11-11,25.395278108120653,0.38599523988838186,
2024-11-12,,0.36502869950184763,
2024-11-13,,0.35014057687952393,
2024-11-14,,0.3395925717417777,
2024-11-15,,0.38307485267256913,
2024-11-16,24.412141199687852,0.3709694131161698,
2024-11-17,,0.34786463880051,
2024-11-18,,0.3445862445962113,
2024-11-19,,0.3490914532920976,
2024-11-20,,0.3511621542098469,
2024-11-21,25.22296457609023,0.3435924295058476,
2024-11-22,,0.3336628251344549,
2024-11-23,,0.3428637293322001,
2024-11-24,,0.3330092557387121,
2024-11-25,,0.3395679309686639,
2024-11-26,16.477124121641992,0.37502231248043755,
2024-11-27,,0.3751654869682797,
2024-11-28,,0.35847461759193805,
2024-11-29,,0.34286806419178206,
2024-11-30,,0.32725962217517984,
2024-12-01,13.832128401657565,0.32550004339646754,0.47792800747555897
2024-12-01,13.832128401657565,0.32550004339646754,0.4830974919186091
2024-12-02,,0.3332207469669482,
2024-12-03,,0.3356617804520145,
2024-12-04,,0.3192970423932009,
2024-12-05,,0.31158445649113536,
2024-12-06,16.15756577294847,0.3336403260901817,
2024-12-07,,0.3158837000887056,
2024-12-08,,0.29895569586005816,
2024-12-09,,0.284293366160278,
2024-12-10,,0.28256138051099045,
2024-12-11,25.801920689696033,0.30310046679651526,0.4728897191504715
2024-12-12,,0.359185993911063,
2024-12-13,,0.3446401460353995,
2024-12-14,,0.3228275934729578,
2024-12-15,,0.30714485583262413,
2024-12-16,30.02045407425814,0.3264982455947048,
2024-12-17,,0.3183751618758187,
2024-12-18,,0.3049411945470858,
2024-12-19,,0.294891730396081,
2024-12-20,,0.29303445451185584,
2024-12-21,21.550813690238613,0.27885240819501694,
2024-12-22,,0.26507562342566926,
2024-12-23,,0.2615617562321123,
2024-12-24,,0.28144384495036945,
2024-12-25,,0.2739084680358064,
2024-12-26,19.05308768761654,0.2763761586176263,
2024-12-27,,0.2658692644257796,
2024-12-28,,0.2523573636203559,
2024-12-29,,0.24096225501266502,
2024-12-30,,0.23105518608030653,
2024-12-31,,0.22234308380178064,
2025-01-01,2.651743090265574,0.21407199517891543,
2025-01-02,,0.2069978020856502,
2025-01-03,,0.21772594604486986,
2025-01-04,,0.2269684907076218,
2025-01-05,,0.21839838528649497,0.45081295679813044
2025-01-06,27.181161501554257,0.21564858595103525,
2025-01-07,,0.24098495594880073,
2025-01-08,,0.24723380178846632,0.23661841836621525
2025-01-09,,0.23721885103561072,
2025-01-10,,0.23165432577338813,
2025-01-11,6.240334777495551,0.2212155419609499,
2025-01-12,,0.21198516206297557,
2025-01-13,,0.204602874185486,
2025-01-14,,0.19813908299165803,
2025-01-15,,0.19203758690378916,
2025-01-16,28.35471717759803,0.18678072823162722,
2025-01-17,,0.18454819160128003,
2025-01-18,,0.18443424405878608,
2025-01-19,,0.1884285491432697,
2025-01-20,,0.18951826810896705,
2025-01-21,14.70590388963916,0.18953837052621755,
2025-01-22,,0.2115873698214375,
2025-01-23,,0.33780939189606785,
2025-01-24,,0.3195069108457849,
2025-01-25,,0.293142603131148,0.456963910070956
2025-01-26,19.079224386839673,0.27306235273056206,
2025-01-27,,0.2832747899001815,
2025-01-28,,0.3065620455977047,
2025-01-29,,0.2805112870726561,
2025-01-30,,0.26300060853370305,
2025-01-31,,0.25266440465397316,
2025-02-01,11.504866557013429,0.24059122641068076,
2025-02-02,,0.2311085883029996,
2025-02-03,,0.22751280203916124,
2025-02-04,,0.22594301135307113,
2025-02-05,,0.2176486653672097,
2025-02-06,24.98139717240004,0.21191443510681657,
2025-02-07,,0.25253833583346363,
2025-02-08,,0.2459440240275442,
2025-02-09,,0.23190645631310408,
2025-02-10,,0.22466969157599162,
2025-02-11,24.27735552576274,0.22104582052328609,
2025-02-12,,0.21520168718458196,
2025-02-13,,0.25687200378153985,
2025-02-14,,0.39123525828755706,
2025-02-15,,0.35652377008727676,
2025-02-16,17.545007814887505,0.3326718785752621,
2025-02-17,,0.33865049561126076,
2025-02-18,,0.3276332022191064,
2025-02-19,,0.30860911227183696,0.45875970620207696
2025-02-20,,0.2931806130770217,
2025-02-21,17.336707608215267,0.3176374080336392,
2025-02-22,,0.30313510361875395,
2025-02-23,,0.28710391402813956,
2025-02-24,,0.2693176667659972,0.48000339451613566
2025-02-24,,0.2693176667659972,0.49146813959922575
2025-02-25,,0.2954321951884275,
2025-02-26,5.360787138661126,0.37594441373348053,
2025-02-27,,0.33204351127646337,
2025-02-28,,0.3073228919196446,
2025-03-01,,0.2958688239126471,
2025-03-02,,0.2808945380497276,
2025-03-03,,0.2648173756039374,
2025-03-04,,0.2510174241515598,
2025-03-05,,0.2521259588220965,
2025-03-06,,0.2543485331472961,
2025-03-07,,0.24843078896533496,
2025-03-08,,0.26919994725031904,
2025-03-09,,0.2703706831417714,
2025-03-10,,0.2510606455749842,
2025-03-11,,0.2368412563836673,
2025-03-12,,0.2261711039817096,
2025-03-13,,0.22732757486659483,
2025-03-14,,0.2726149876684558,
2025-03-15,,0.2738705784028425,
2025-03-16,,0.25592513970784,
2025-03-17,,0.2423292580545728,
2025-03-18,,0.3128500748282437,
2025-03-19,,0.34196630661427685,
2025-03-20,,0.305316730960494,
2025-03-21,,0.2993209832468112,0.482812387724107
2025-03-22,,0.36824067738980004,
2025-03-23,,0.3517027112726301,
2025-03-24,,0.32707587499417395,
2025-03-25,,0.3000375383133155,
2025-03-26,,0.2812279606755818,0.4647317062905942
2025-03-26,,0.2812279606755818,0.46979402278234633
2025-03-27,,0.2842938921264089,
2025-03-28,,0.2971013618917867,
2025-03-29,,0.2988785293473548,
2025-03-30,,0.29097182692006873,
2025-03-31,,0.36557268982379265,
2025-04-01,,0.3479309872894124,
2025-04-02,,0.32344011339302253,
2025-04-03,,0.30625584935873046,
2025-04-04,,0.31779232383094963,
2025-04-05,,0.36312059141559244,
2025-04-06,,0.34415743697845586,
2025-04-07,,0.3453162125594136,
2025-04-08,,0.3229562742894804,
2025-04-09,,0.31520801457029907,
2025-04-10,,0.3218273313201547,
2025-04-11,,0.35678198453706833,
2025-04-12,,0.34230656884605143,
2025-04-13,,0.31313523818393635,
2025-04-14,,0.2937410532723496,
2025-04-15,,0.2892577438698819,
2025-04-16,,0.2903289473293761,
2025-04-17,,0.28329632729686816,
2025-04-18,,0.3151305397764026,
2025-04-19,,0.34783580332902975,
2025-04-20,,0.32138258396951874,
2025-04-21,,0.30194210334691446,
2025-04-22,,0.29021804942221013,
2025-04-23,,0.2876845073589968,
2025-04-24,,0.27703941877156857,
2025-04-25,,0.29940983655590026,
2025-04-26,,0.30588023178026447,
2025-04-27,,0.28333063732430014,
2025-04-28,,0.3095057092993426,
